Substation:	121144
Substation voltage:	1.03
Time window start:	6a.m.
Adoption rate:	90%
EV charger rating:	6000Watts
EV adopters:	51121021300342 511210206001567 511210206001353 51121021300730 511210206001054 511210213001329 511210206001564 51121020600684 511210206001694 511210206001209 511210206001918 511210206001635 511210206002069 5112102130037 511210206001432 51121020600679 511210213001349 511210206002108 511210206001354 51121020600678 511210206001697 511210206001570 511210206001435 511210206001652 511210206001328 511210206001932 511210206001633 51121021300319 511210206001436 511210206002025 511210206001347 511210206001696 511210206001646 511210206001929 511210206001938 511210206002106 51121021300344 511210206001568 511210206001572 511210206001100 511210206001424 511210206001934 511210206002432 51121020600672 511210206001631 511210206001925 51121020600753 511210206001101 511210206001566 511210206001428 511210206001427 511210206001644 511210213001164 511210206002433 51121020600682 511210206001438 511210206001550 511210206001575 511210206001099 511210206001140 51121021300643 511210206001091 51121020600751 511210206002143 51121020600673 51121020600683 511210206002184 511210206001423 511210206001565 511210206001139 511210206002435 511210206001926 511210206001102 511210206001343 511210206001935 511210206002105 511210206002145 511210206001647 51121021300731 511210206001331 511210206001345 511210206001634 511210206001346 511210206002188 51121021300267 511210206001337 511210206001095 511210206001330 511210206001930 511210206002107 511210206002070 511210206001933 511210206001105 51121021300729 511210206002144 511210206001349 511210206001574 511210206001573 51121021300322 511210206001433 511210206001649 511210206001556 51121021300268 51121020600675 511210206001699 511210206002436 511210206001341 511210206002178 511210206001053 511210206001327 51121021300732 51121021300321 511210206001098 511210206001089 511210206002186 511210206001418 511210206002064 511210206001055 511210206001056 511210206001050 511210206001426 511210206001936 511210206001355 511210206001561 511210206001419 511210206002459 511210213001539 511210206002066 511210206001430 511210206001552 511210206001096 511210206001695 511210206002434 511210206001335 511210206001643 511210206001653 5112102130028 511210206001104 511210206001049 511210206002181 511210206001137 511210206001051 511210213001241 511210206001937 511210206001138 511210213001065 511210206001641 511210206001342 51121021300721 511210206001637 511210206001563 511210206001571 511210206001651 511210213001221 51121020600752 511210206002438 51121020600676 511210206001333 511210206001551 511210206001443 511210206002439 511210206001576 511210206001555 511210206001208 511210206001350 511210206001329 511210206001087 511210206001142 511210206001103 511210206002187 511210206001698 51121020600966 511210213001211 511210206001632 511210206001088 51121021300340 511210206001558 511210206001339 511210206001141 51121021300733 511210206002180 511210206001559 5112102130030 51121020600685 511210206001425 511210206001336 511210206001429 511210206001557 511210206001562 511210206002068 511210206001639 511210213001105 511210206001569 51121021300725 511210206001332 511210206001560 511210206001554 511210206002065 511210206002182 511210213001064 51121020600674 51121021300341 511210206001334 51121020600754 511210206001640 51121021300345 51121021300269 511210206001928 511210206001340 51121021300765 511210206001207 511210206001097 5112102130038 511210206001693 511210206001927 51121021300320 511210206002109 511210206001351 511210206001420 511210206001549 511210206001434 511210206002183 511210206001650
EV charging time slot start:	17hours
EV charging time slot period:	12hours
EV initial charge:	20.0%
#############################################
Residence Usage Profile
